PORT_ID,DEVICE_ID,PORT_NAME,SPEED_GBPS,OPER_STATE,ADMIN_STATE,OPTIC_TYPE,OPTIC_TEMP_C
port:acx-27:et-0/0/0,dev:acx-27,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-27:et-0/0/1,dev:acx-27,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-27:xe-0/0/0,dev:acx-27,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-27:xe-0/0/1,dev:acx-27,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-27:xe-0/0/2,dev:acx-27,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-27:xe-0/0/3,dev:acx-27,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-28:et-0/0/0,dev:acx-28,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-28:et-0/0/1,dev:acx-28,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-28:xe-0/0/0,dev:acx-28,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-28:xe-0/0/1,dev:acx-28,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-28:xe-0/0/2,dev:acx-28,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-28:xe-0/0/3,dev:acx-28,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-29:et-0/0/0,dev:acx-29,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-29:et-0/0/1,dev:acx-29,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-29:xe-0/0/0,dev:acx-29,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-29:xe-0/0/1,dev:acx-29,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-29:xe-0/0/2,dev:acx-29,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-29:xe-0/0/3,dev:acx-29,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-30:et-0/0/0,dev:acx-30,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-30:et-0/0/1,dev:acx-30,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-30:xe-0/0/0,dev:acx-30,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-30:xe-0/0/1,dev:acx-30,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-30:xe-0/0/2,dev:acx-30,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-30:xe-0/0/3,dev:acx-30,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-31:et-0/0/0,dev:acx-31,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-31:et-0/0/1,dev:acx-31,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-31:xe-0/0/0,dev:acx-31,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-31:xe-0/0/1,dev:acx-31,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-31:xe-0/0/2,dev:acx-31,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-31:xe-0/0/3,dev:acx-31,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-32:et-0/0/0,dev:acx-32,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-32:et-0/0/1,dev:acx-32,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-32:xe-0/0/0,dev:acx-32,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-32:xe-0/0/1,dev:acx-32,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-32:xe-0/0/2,dev:acx-32,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-32:xe-0/0/3,dev:acx-32,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-33:et-0/0/0,dev:acx-33,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-33:et-0/0/1,dev:acx-33,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-33:xe-0/0/0,dev:acx-33,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-33:xe-0/0/1,dev:acx-33,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-33:xe-0/0/2,dev:acx-33,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-33:xe-0/0/3,dev:acx-33,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-34:et-0/0/0,dev:acx-34,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-34:et-0/0/1,dev:acx-34,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-34:xe-0/0/0,dev:acx-34,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-34:xe-0/0/1,dev:acx-34,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-34:xe-0/0/2,dev:acx-34,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-34:xe-0/0/3,dev:acx-34,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-35:et-0/0/0,dev:acx-35,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-35:et-0/0/1,dev:acx-35,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-35:xe-0/0/0,dev:acx-35,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-35:xe-0/0/1,dev:acx-35,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-35:xe-0/0/2,dev:acx-35,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-35:xe-0/0/3,dev:acx-35,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-36:et-0/0/0,dev:acx-36,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-36:et-0/0/1,dev:acx-36,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-36:xe-0/0/0,dev:acx-36,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-36:xe-0/0/1,dev:acx-36,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-36:xe-0/0/2,dev:acx-36,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-36:xe-0/0/3,dev:acx-36,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-37:et-0/0/0,dev:acx-37,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-37:et-0/0/1,dev:acx-37,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-37:xe-0/0/0,dev:acx-37,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-37:xe-0/0/1,dev:acx-37,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-37:xe-0/0/2,dev:acx-37,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-37:xe-0/0/3,dev:acx-37,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-38:et-0/0/0,dev:acx-38,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-38:et-0/0/1,dev:acx-38,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-38:xe-0/0/0,dev:acx-38,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-38:xe-0/0/1,dev:acx-38,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-38:xe-0/0/2,dev:acx-38,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-38:xe-0/0/3,dev:acx-38,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-39:et-0/0/0,dev:acx-39,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-39:et-0/0/1,dev:acx-39,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-39:xe-0/0/0,dev:acx-39,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-39:xe-0/0/1,dev:acx-39,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-39:xe-0/0/2,dev:acx-39,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-39:xe-0/0/3,dev:acx-39,xe-0/0/3,10,up,up,10G-SR,38.5
port:acx-40:et-0/0/0,dev:acx-40,et-0/0/0,100,up,up,100G-LR4,38.5
port:acx-40:et-0/0/1,dev:acx-40,et-0/0/1,100,up,up,100G-LR4,38.5
port:acx-40:xe-0/0/0,dev:acx-40,xe-0/0/0,10,up,up,10G-SR,38.5
port:acx-40:xe-0/0/1,dev:acx-40,xe-0/0/1,10,up,up,10G-SR,38.5
port:acx-40:xe-0/0/2,dev:acx-40,xe-0/0/2,10,up,up,10G-SR,38.5
port:acx-40:xe-0/0/3,dev:acx-40,xe-0/0/3,10,up,up,10G-SR,38.5
port:olt-xg01:x1/0,dev:olt-xg01,x1/0,10,up,up,10G-SR,38.5
port:olt-xg01:x1/1,dev:olt-xg01,x1/1,10,up,up,10G-SR,38.5
port:olt-xg01:p1/0,dev:olt-xg01,p1/0,10,up,up,10G-SR,38.5
port:olt-xg01:p1/1,dev:olt-xg01,p1/1,10,up,up,10G-SR,38.5
port:olt-xg01:p1/2,dev:olt-xg01,p1/2,10,up,up,10G-SR,38.5
port:olt-xg01:p1/3,dev:olt-xg01,p1/3,10,up,up,10G-SR,38.5
port:olt-xg02:x1/0,dev:olt-xg02,x1/0,10,up,up,10G-SR,38.5
port:olt-xg02:x1/1,dev:olt-xg02,x1/1,10,up,up,10G-SR,38.5
port:olt-xg02:p1/0,dev:olt-xg02,p1/0,10,up,up,10G-SR,38.5
port:olt-xg02:p1/1,dev:olt-xg02,p1/1,10,up,up,10G-SR,38.5
port:olt-xg02:p1/2,dev:olt-xg02,p1/2,10,up,up,10G-SR,38.5
port:olt-xg02:p1/3,dev:olt-xg02,p1/3,10,up,up,10G-SR,38.5
port:olt-xg03:x1/0,dev:olt-xg03,x1/0,10,up,up,10G-SR,38.5
port:olt-xg03:x1/1,dev:olt-xg03,x1/1,10,up,up,10G-SR,38.5
port:olt-xg03:p1/0,dev:olt-xg03,p1/0,10,up,up,10G-SR,38.5
port:olt-xg03:p1/1,dev:olt-xg03,p1/1,10,up,up,10G-SR,38.5
port:olt-xg03:p1/2,dev:olt-xg03,p1/2,10,up,up,10G-SR,38.5
port:olt-xg03:p1/3,dev:olt-xg03,p1/3,10,up,up,10G-SR,38.5
port:olt-xg04:x1/0,dev:olt-xg04,x1/0,10,up,up,10G-SR,38.5
port:olt-xg04:x1/1,dev:olt-xg04,x1/1,10,up,up,10G-SR,38.5
port:olt-xg04:p1/0,dev:olt-xg04,p1/0,10,up,up,10G-SR,38.5
port:olt-xg04:p1/1,dev:olt-xg04,p1/1,10,up,up,10G-SR,38.5
port:olt-xg04:p1/2,dev:olt-xg04,p1/2,10,up,up,10G-SR,38.5
port:olt-xg04:p1/3,dev:olt-xg04,p1/3,10,up,up,10G-SR,38.5
port:olt-xg05:x1/0,dev:olt-xg05,x1/0,10,up,up,10G-SR,38.5
port:olt-xg05:x1/1,dev:olt-xg05,x1/1,10,up,up,10G-SR,38.5
port:olt-xg05:p1/0,dev:olt-xg05,p1/0,10,up,up,10G-SR,38.5
port:olt-xg05:p1/1,dev:olt-xg05,p1/1,10,up,up,10G-SR,38.5
port:olt-xg05:p1/2,dev:olt-xg05,p1/2,10,up,up,10G-SR,38.5
port:olt-xg05:p1/3,dev:olt-xg05,p1/3,10,up,up,10G-SR,38.5
port:olt-xg06:x1/0,dev:olt-xg06,x1/0,10,up,up,10G-SR,38.5
port:olt-xg06:x1/1,dev:olt-xg06,x1/1,10,up,up,10G-SR,38.5
port:olt-xg06:p1/0,dev:olt-xg06,p1/0,10,up,up,10G-SR,38.5
port:olt-xg06:p1/1,dev:olt-xg06,p1/1,10,up,up,10G-SR,38.5
port:olt-xg06:p1/2,dev:olt-xg06,p1/2,10,up,up,10G-SR,38.5
port:olt-xg06:p1/3,dev:olt-xg06,p1/3,10,up,up,10G-SR,38.5
port:olt-xg07:x1/0,dev:olt-xg07,x1/0,10,up,up,10G-SR,38.5
port:olt-xg07:x1/1,dev:olt-xg07,x1/1,10,up,up,10G-SR,38.5
port:olt-xg07:p1/0,dev:olt-xg07,p1/0,10,up,up,10G-SR,38.5
port:olt-xg07:p1/1,dev:olt-xg07,p1/1,10,up,up,10G-SR,38.5
port:olt-xg07:p1/2,dev:olt-xg07,p1/2,10,up,up,10G-SR,38.5
port:olt-xg07:p1/3,dev:olt-xg07,p1/3,10,up,up,10G-SR,38.5
port:olt-xg08:x1/0,dev:olt-xg08,x1/0,10,up,up,10G-SR,38.5
port:olt-xg08:x1/1,dev:olt-xg08,x1/1,10,up,up,10G-SR,38.5
port:olt-xg08:p1/0,dev:olt-xg08,p1/0,10,up,up,10G-SR,38.5
port:olt-xg08:p1/1,dev:olt-xg08,p1/1,10,up,up,10G-SR,38.5
port:olt-xg08:p1/2,dev:olt-xg08,p1/2,10,up,up,10G-SR,38.5
port:olt-xg08:p1/3,dev:olt-xg08,p1/3,10,up,up,10G-SR,38.5
port:olt-xg09:x1/0,dev:olt-xg09,x1/0,10,up,up,10G-SR,38.5
port:olt-xg09:x1/1,dev:olt-xg09,x1/1,10,up,up,10G-SR,38.5
port:olt-xg09:p1/0,dev:olt-xg09,p1/0,10,up,up,10G-SR,38.5
port:olt-xg09:p1/1,dev:olt-xg09,p1/1,10,up,up,10G-SR,38.5
port:olt-xg09:p1/2,dev:olt-xg09,p1/2,10,up,up,10G-SR,38.5
port:olt-xg09:p1/3,dev:olt-xg09,p1/3,10,up,up,10G-SR,38.5
port:olt-xg10:x1/0,dev:olt-xg10,x1/0,10,up,up,10G-SR,38.5
port:olt-xg10:x1/1,dev:olt-xg10,x1/1,10,up,up,10G-SR,38.5
port:olt-xg10:p1/0,dev:olt-xg10,p1/0,10,up,up,10G-SR,38.5
port:olt-xg10:p1/1,dev:olt-xg10,p1/1,10,up,up,10G-SR,38.5
port:olt-xg10:p1/2,dev:olt-xg10,p1/2,10,up,up,10G-SR,38.5
port:olt-xg10:p1/3,dev:olt-xg10,p1/3,10,up,up,10G-SR,38.5
port:olt-xg11:x1/0,dev:olt-xg11,x1/0,10,up,up,10G-SR,38.5
port:olt-xg11:x1/1,dev:olt-xg11,x1/1,10,up,up,10G-SR,38.5
port:olt-xg11:p1/0,dev:olt-xg11,p1/0,10,up,up,10G-SR,38.5
port:olt-xg11:p1/1,dev:olt-xg11,p1/1,10,up,up,10G-SR,38.5
port:olt-xg11:p1/2,dev:olt-xg11,p1/2,10,up,up,10G-SR,38.5
port:olt-xg11:p1/3,dev:olt-xg11,p1/3,10,up,up,10G-SR,38.5
port:olt-xg12:x1/0,dev:olt-xg12,x1/0,10,up,up,10G-SR,38.5
port:olt-xg12:x1/1,dev:olt-xg12,x1/1,10,up,up,10G-SR,38.5
port:olt-xg12:p1/0,dev:olt-xg12,p1/0,10,up,up,10G-SR,38.5
port:olt-xg12:p1/1,dev:olt-xg12,p1/1,10,up,up,10G-SR,38.5
port:olt-xg12:p1/2,dev:olt-xg12,p1/2,10,up,up,10G-SR,38.5
port:olt-xg12:p1/3,dev:olt-xg12,p1/3,10,up,up,10G-SR,38.5
port:olt-xg13:x1/0,dev:olt-xg13,x1/0,10,up,up,10G-SR,38.5
port:olt-xg13:x1/1,dev:olt-xg13,x1/1,10,up,up,10G-SR,38.5
port:olt-xg13:p1/0,dev:olt-xg13,p1/0,10,up,up,10G-SR,38.5
port:olt-xg13:p1/1,dev:olt-xg13,p1/1,10,up,up,10G-SR,38.5
port:olt-xg13:p1/2,dev:olt-xg13,p1/2,10,up,up,10G-SR,38.5
port:olt-xg13:p1/3,dev:olt-xg13,p1/3,10,up,up,10G-SR,38.5
port:olt-xg14:x1/0,dev:olt-xg14,x1/0,10,up,up,10G-SR,38.5
port:olt-xg14:x1/1,dev:olt-xg14,x1/1,10,up,up,10G-SR,38.5
port:olt-xg14:p1/0,dev:olt-xg14,p1/0,10,up,up,10G-SR,38.5
port:olt-xg14:p1/1,dev:olt-xg14,p1/1,10,up,up,10G-SR,38.5
port:olt-xg14:p1/2,dev:olt-xg14,p1/2,10,up,up,10G-SR,38.5
port:olt-xg14:p1/3,dev:olt-xg14,p1/3,10,up,up,10G-SR,38.5
port:olt-xg15:x1/0,dev:olt-xg15,x1/0,10,up,up,10G-SR,38.5
port:olt-xg15:x1/1,dev:olt-xg15,x1/1,10,up,up,10G-SR,38.5
port:olt-xg15:p1/0,dev:olt-xg15,p1/0,10,up,up,10G-SR,38.5
port:olt-xg15:p1/1,dev:olt-xg15,p1/1,10,up,up,10G-SR,38.5
port:olt-xg15:p1/2,dev:olt-xg15,p1/2,10,up,up,10G-SR,38.5
port:olt-xg15:p1/3,dev:olt-xg15,p1/3,10,up,up,10G-SR,38.5
port:olt-xg16:x1/0,dev:olt-xg16,x1/0,10,up,up,10G-SR,38.5
port:olt-xg16:x1/1,dev:olt-xg16,x1/1,10,up,up,10G-SR,38.5
port:olt-xg16:p1/0,dev:olt-xg16,p1/0,10,up,up,10G-SR,38.5
port:olt-xg16:p1/1,dev:olt-xg16,p1/1,10,up,up,10G-SR,38.5
port:olt-xg16:p1/2,dev:olt-xg16,p1/2,10,up,up,10G-SR,38.5
port:olt-xg16:p1/3,dev:olt-xg16,p1/3,10,up,up,10G-SR,38.5
port:olt-xg17:x1/0,dev:olt-xg17,x1/0,10,up,up,10G-SR,38.5
port:olt-xg17:x1/1,dev:olt-xg17,x1/1,10,up,up,10G-SR,38.5
port:olt-xg17:p1/0,dev:olt-xg17,p1/0,10,up,up,10G-SR,38.5
port:olt-xg17:p1/1,dev:olt-xg17,p1/1,10,up,up,10G-SR,38.5
port:olt-xg17:p1/2,dev:olt-xg17,p1/2,10,up,up,10G-SR,38.5
port:olt-xg17:p1/3,dev:olt-xg17,p1/3,10,up,up,10G-SR,38.5
port:olt-xg18:x1/0,dev:olt-xg18,x1/0,10,up,up,10G-SR,38.5
port:olt-xg18:x1/1,dev:olt-xg18,x1/1,10,up,up,10G-SR,38.5
port:olt-xg18:p1/0,dev:olt-xg18,p1/0,10,up,up,10G-SR,38.5
port:olt-xg18:p1/1,dev:olt-xg18,p1/1,10,up,up,10G-SR,38.5
port:olt-xg18:p1/2,dev:olt-xg18,p1/2,10,up,up,10G-SR,38.5
port:olt-xg18:p1/3,dev:olt-xg18,p1/3,10,up,up,10G-SR,38.5
port:olt-xg19:x1/0,dev:olt-xg19,x1/0,10,up,up,10G-SR,38.5
port:olt-xg19:x1/1,dev:olt-xg19,x1/1,10,up,up,10G-SR,38.5
port:olt-xg19:p1/0,dev:olt-xg19,p1/0,10,up,up,10G-SR,38.5
port:olt-xg19:p1/1,dev:olt-xg19,p1/1,10,up,up,10G-SR,38.5
port:olt-xg19:p1/2,dev:olt-xg19,p1/2,10,up,up,10G-SR,38.5
port:olt-xg19:p1/3,dev:olt-xg19,p1/3,10,up,up,10G-SR,38.5
port:olt-xg20:x1/0,dev:olt-xg20,x1/0,10,up,up,10G-SR,38.5
port:olt-xg20:x1/1,dev:olt-xg20,x1/1,10,up,up,10G-SR,38.5
port:olt-xg20:p1/0,dev:olt-xg20,p1/0,10,up,up,10G-SR,38.5
port:olt-xg20:p1/1,dev:olt-xg20,p1/1,10,up,up,10G-SR,38.5
port:olt-xg20:p1/2,dev:olt-xg20,p1/2,10,up,up,10G-SR,38.5
port:olt-xg20:p1/3,dev:olt-xg20,p1/3,10,up,up,10G-SR,38.5
port:olt-xg21:x1/0,dev:olt-xg21,x1/0,10,up,up,10G-SR,38.5
port:olt-xg21:x1/1,dev:olt-xg21,x1/1,10,up,up,10G-SR,38.5
port:olt-xg21:p1/0,dev:olt-xg21,p1/0,10,up,up,10G-SR,38.5
port:olt-xg21:p1/1,dev:olt-xg21,p1/1,10,up,up,10G-SR,38.5
port:olt-xg21:p1/2,dev:olt-xg21,p1/2,10,up,up,10G-SR,38.5
port:olt-xg21:p1/3,dev:olt-xg21,p1/3,10,up,up,10G-SR,38.5
port:olt-xg22:x1/0,dev:olt-xg22,x1/0,10,up,up,10G-SR,38.5
port:olt-xg22:x1/1,dev:olt-xg22,x1/1,10,up,up,10G-SR,38.5
port:olt-xg22:p1/0,dev:olt-xg22,p1/0,10,up,up,10G-SR,38.5
port:olt-xg22:p1/1,dev:olt-xg22,p1/1,10,up,up,10G-SR,38.5
port:olt-xg22:p1/2,dev:olt-xg22,p1/2,10,up,up,10G-SR,38.5
port:olt-xg22:p1/3,dev:olt-xg22,p1/3,10,up,up,10G-SR,38.5
port:olt-xg23:x1/0,dev:olt-xg23,x1/0,10,up,up,10G-SR,38.5
port:olt-xg23:x1/1,dev:olt-xg23,x1/1,10,up,up,10G-SR,38.5
port:olt-xg23:p1/0,dev:olt-xg23,p1/0,10,up,up,10G-SR,38.5
port:olt-xg23:p1/1,dev:olt-xg23,p1/1,10,up,up,10G-SR,38.5
port:olt-xg23:p1/2,dev:olt-xg23,p1/2,10,up,up,10G-SR,38.5
port:olt-xg23:p1/3,dev:olt-xg23,p1/3,10,up,up,10G-SR,38.5
port:olt-xg24:x1/0,dev:olt-xg24,x1/0,10,up,up,10G-SR,38.5
port:olt-xg24:x1/1,dev:olt-xg24,x1/1,10,up,up,10G-SR,38.5
port:olt-xg24:p1/0,dev:olt-xg24,p1/0,10,up,up,10G-SR,38.5
port:olt-xg24:p1/1,dev:olt-xg24,p1/1,10,up,up,10G-SR,38.5
port:olt-xg24:p1/2,dev:olt-xg24,p1/2,10,up,up,10G-SR,38.5
port:olt-xg24:p1/3,dev:olt-xg24,p1/3,10,up,up,10G-SR,38.5
port:olt-xg25:x1/0,dev:olt-xg25,x1/0,10,up,up,10G-SR,38.5
port:olt-xg25:x1/1,dev:olt-xg25,x1/1,10,up,up,10G-SR,38.5
port:olt-xg25:p1/0,dev:olt-xg25,p1/0,10,up,up,10G-SR,38.5
port:olt-xg25:p1/1,dev:olt-xg25,p1/1,10,up,up,10G-SR,38.5
port:olt-xg25:p1/2,dev:olt-xg25,p1/2,10,up,up,10G-SR,38.5
port:olt-xg25:p1/3,dev:olt-xg25,p1/3,10,up,up,10G-SR,38.5
port:olt-xg26:x1/0,dev:olt-xg26,x1/0,10,up,up,10G-SR,38.5
port:olt-xg26:x1/1,dev:olt-xg26,x1/1,10,up,up,10G-SR,38.5
port:olt-xg26:p1/0,dev:olt-xg26,p1/0,10,up,up,10G-SR,38.5
port:olt-xg26:p1/1,dev:olt-xg26,p1/1,10,up,up,10G-SR,38.5
port:olt-xg26:p1/2,dev:olt-xg26,p1/2,10,up,up,10G-SR,38.5
port:olt-xg26:p1/3,dev:olt-xg26,p1/3,10,up,up,10G-SR,38.5
port:olt-xg27:x1/0,dev:olt-xg27,x1/0,10,up,up,10G-SR,38.5
port:olt-xg27:x1/1,dev:olt-xg27,x1/1,10,up,up,10G-SR,38.5
port:olt-xg27:p1/0,dev:olt-xg27,p1/0,10,up,up,10G-SR,38.5
port:olt-xg27:p1/1,dev:olt-xg27,p1/1,10,up,up,10G-SR,38.5
port:olt-xg27:p1/2,dev:olt-xg27,p1/2,10,up,up,10G-SR,38.5
port:olt-xg27:p1/3,dev:olt-xg27,p1/3,10,up,up,10G-SR,38.5
port:olt-xg28:x1/0,dev:olt-xg28,x1/0,10,up,up,10G-SR,38.5
port:olt-xg28:x1/1,dev:olt-xg28,x1/1,10,up,up,10G-SR,38.5
port:olt-xg28:p1/0,dev:olt-xg28,p1/0,10,up,up,10G-SR,38.5
port:olt-xg28:p1/1,dev:olt-xg28,p1/1,10,up,up,10G-SR,38.5
port:olt-xg28:p1/2,dev:olt-xg28,p1/2,10,up,up,10G-SR,38.5
port:olt-xg28:p1/3,dev:olt-xg28,p1/3,10,up,up,10G-SR,38.5
port:olt-xg29:x1/0,dev:olt-xg29,x1/0,10,up,up,10G-SR,38.5
port:olt-xg29:x1/1,dev:olt-xg29,x1/1,10,up,up,10G-SR,38.5
port:olt-xg29:p1/0,dev:olt-xg29,p1/0,10,up,up,10G-SR,38.5
port:olt-xg29:p1/1,dev:olt-xg29,p1/1,10,up,up,10G-SR,38.5
port:olt-xg29:p1/2,dev:olt-xg29,p1/2,10,up,up,10G-SR,38.5
port:olt-xg29:p1/3,dev:olt-xg29,p1/3,10,up,up,10G-SR,38.5
