EDGE_ID,SOURCE_ID,TARGET_ID,REL_TYPE,PROPERTIES_VARIANT,INGESTED_AT
edge-281,dev:acx-11,port:acx-11:xe-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.306897
edge-282,dev:acx-11,port:acx-11:xe-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.306944
edge-283,dev:acx-11,port:acx-11:xe-0/0/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.306987
edge-284,dev:acx-11,port:acx-11:xe-0/0/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307032
edge-285,port:acx-11:et-0/0/0,link:acx-11:et-0/0/0--mx304-02:xe-0/1/3,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307077
edge-286,port:mx304-02:xe-0/1/3,link:acx-11:et-0/0/0--mx304-02:xe-0/1/3,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307131
edge-287,chg:acx-234-attempt,dev:acx-11,TARGETS,"{""source"": ""change_record"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307175
edge-288,site:07,dev:acx-12,CONTAINS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307217
edge-289,dev:acx-12,sw:junos-22.4R3-S7.5,RUNS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307247
edge-290,dev:acx-12,port:acx-12:et-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307274
edge-291,dev:acx-12,port:acx-12:et-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307301
edge-292,dev:acx-12,port:acx-12:xe-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307327
edge-293,dev:acx-12,port:acx-12:xe-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307354
edge-294,dev:acx-12,port:acx-12:xe-0/0/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307380
edge-295,dev:acx-12,port:acx-12:xe-0/0/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307406
edge-296,port:acx-12:et-0/0/0,link:acx-12:et-0/0/0--mx304-03:xe-0/1/4,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307433
edge-297,port:mx304-03:xe-0/1/4,link:acx-12:et-0/0/0--mx304-03:xe-0/1/4,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307461
edge-298,chg:acx-234-attempt,dev:acx-12,TARGETS,"{""source"": ""change_record"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307487
edge-299,site:08,dev:acx-13,CONTAINS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307531
edge-300,dev:acx-13,sw:junos-22.4R3-S7.5,RUNS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307593
edge-301,dev:acx-13,port:acx-13:et-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307632
edge-302,dev:acx-13,port:acx-13:et-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307735
edge-303,dev:acx-13,port:acx-13:xe-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307780
edge-304,dev:acx-13,port:acx-13:xe-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307831
edge-305,dev:acx-13,port:acx-13:xe-0/0/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307905
edge-306,dev:acx-13,port:acx-13:xe-0/0/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.307964
edge-307,port:acx-13:et-0/0/0,link:acx-13:et-0/0/0--mx304-04:xe-0/1/5,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308027
edge-308,port:mx304-04:xe-0/1/5,link:acx-13:et-0/0/0--mx304-04:xe-0/1/5,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308088
edge-309,chg:acx-234-attempt,dev:acx-13,TARGETS,"{""source"": ""change_record"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308141
edge-310,site:09,dev:acx-14,CONTAINS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308207
edge-311,dev:acx-14,sw:junos-22.4R3-S7.5,RUNS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308261
edge-312,dev:acx-14,port:acx-14:et-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308322
edge-313,dev:acx-14,port:acx-14:et-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308362
edge-314,dev:acx-14,port:acx-14:xe-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308392
edge-315,dev:acx-14,port:acx-14:xe-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308420
edge-316,dev:acx-14,port:acx-14:xe-0/0/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308447
edge-317,dev:acx-14,port:acx-14:xe-0/0/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308485
edge-318,port:acx-14:et-0/0/0,link:acx-14:et-0/0/0--mx304-05:xe-0/1/6,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308512
edge-319,port:mx304-05:xe-0/1/6,link:acx-14:et-0/0/0--mx304-05:xe-0/1/6,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308536
edge-320,chg:acx-234-attempt,dev:acx-14,TARGETS,"{""source"": ""change_record"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308559
edge-321,site:10,dev:acx-15,CONTAINS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308583
edge-322,dev:acx-15,sw:junos-22.4R3-S7.5,RUNS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308606
edge-323,dev:acx-15,port:acx-15:et-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308629
edge-324,dev:acx-15,port:acx-15:et-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308702
edge-325,dev:acx-15,port:acx-15:xe-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308730
edge-326,dev:acx-15,port:acx-15:xe-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308754
edge-327,dev:acx-15,port:acx-15:xe-0/0/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308777
edge-328,dev:acx-15,port:acx-15:xe-0/0/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308800
edge-329,port:acx-15:et-0/0/0,link:acx-15:et-0/0/0--mx304-06:xe-0/1/7,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308824
edge-330,port:mx304-06:xe-0/1/7,link:acx-15:et-0/0/0--mx304-06:xe-0/1/7,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308847
edge-331,chg:acx-234-attempt,dev:acx-15,TARGETS,"{""source"": ""change_record"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308870
edge-332,site:03,dev:acx-16,CONTAINS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308893
edge-333,dev:acx-16,sw:junos-22.4R3-S7.5,RUNS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308916
edge-334,dev:acx-16,port:acx-16:et-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308939
edge-335,dev:acx-16,port:acx-16:et-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308962
edge-336,dev:acx-16,port:acx-16:xe-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.308985
edge-337,dev:acx-16,port:acx-16:xe-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309008
edge-338,dev:acx-16,port:acx-16:xe-0/0/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309031
edge-339,dev:acx-16,port:acx-16:xe-0/0/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309071
edge-340,port:acx-16:et-0/0/0,link:acx-16:et-0/0/0--mx304-07:xe-0/1/0,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309123
edge-341,port:mx304-07:xe-0/1/0,link:acx-16:et-0/0/0--mx304-07:xe-0/1/0,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309174
edge-342,chg:acx-234-attempt,dev:acx-16,TARGETS,"{""source"": ""change_record"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309224
edge-343,site:04,dev:acx-17,CONTAINS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309265
edge-344,dev:acx-17,sw:junos-22.4R3-S7.5,RUNS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309314
edge-345,dev:acx-17,port:acx-17:et-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309357
edge-346,dev:acx-17,port:acx-17:et-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309397
edge-347,dev:acx-17,port:acx-17:xe-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309546
edge-348,dev:acx-17,port:acx-17:xe-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309615
edge-349,dev:acx-17,port:acx-17:xe-0/0/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309667
edge-350,dev:acx-17,port:acx-17:xe-0/0/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309717
edge-351,port:acx-17:et-0/0/0,link:acx-17:et-0/0/0--mx304-08:xe-0/1/1,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309819
edge-352,port:mx304-08:xe-0/1/1,link:acx-17:et-0/0/0--mx304-08:xe-0/1/1,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309868
edge-353,chg:acx-234-attempt,dev:acx-17,TARGETS,"{""source"": ""change_record"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309918
edge-354,site:05,dev:acx-18,CONTAINS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.309968
edge-355,dev:acx-18,sw:junos-22.4R3-S7.5,RUNS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.310013
edge-356,dev:acx-18,port:acx-18:et-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.310058
edge-357,dev:acx-18,port:acx-18:et-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.310101
edge-358,dev:acx-18,port:acx-18:xe-0/0/0,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.310146
edge-359,dev:acx-18,port:acx-18:xe-0/0/1,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.310192
edge-360,dev:acx-18,port:acx-18:xe-0/0/2,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.310237
edge-361,dev:acx-18,port:acx-18:xe-0/0/3,HAS_PORT,"{""source"": ""config_backup"", ""method"": ""config_parse"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.310282
edge-362,port:acx-18:et-0/0/0,link:acx-18:et-0/0/0--mx304-09:xe-0/1/2,TERMINATES,"{""link_end"": ""a"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.310344
edge-363,port:mx304-09:xe-0/1/2,link:acx-18:et-0/0/0--mx304-09:xe-0/1/2,TERMINATES,"{""link_end"": ""z"", ""source"": ""nms"", ""method"": ""lldp"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.310435
edge-364,chg:acx-234-attempt,dev:acx-18,TARGETS,"{""source"": ""change_record"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.310497
edge-365,site:06,dev:acx-19,CONTAINS,"{""source"": ""inventory_review"", ""method"": ""vendor_export"", ""observed_at"": ""2026-05-15T00:00:00+00:00"", ""valid_from"": ""2026-05-15T00:00:00+00:00"", ""valid_to"": null, ""confidence"": 1.0}",2026-09-02T13:16:37.310546
