DEVICE_ID,DEVICE_NAME,VENDOR,MODEL,ROLE,SITE_ID,MANAGEMENT_IP,SOFTWARE_RELEASE,IS_APPROVED_TRAIN,IS_VERSION_DRIFT_OUTLIER,ACTIVE_DEFECTS_COUNT,DEFECTS_JSON,SERVICES_COUNT,SUBSCRIBERS_COUNT,OPER_STATUS,LAST_AUDITED_AT
dev:olt-xg18,OLT-XG-18,Calix,E7-2 XG801,olt,site:10,10.47.145.136,R26.1.0,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.959850
spl:olt-xg18-0,SPL:OLT-XG18-0,Calix,E7-2,access,site:austin,10.54.137.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.959917
spl:olt-xg18-1,SPL:OLT-XG18-1,Calix,E7-2,access,site:austin,10.54.138.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.959967
spl:olt-xg18-2,SPL:OLT-XG18-2,Calix,E7-2,access,site:austin,10.54.139.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960026
spl:olt-xg18-3,SPL:OLT-XG18-3,Calix,E7-2,access,site:austin,10.54.140.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960065
dev:olt-xg19,OLT-XG-19,Calix,E7-2 XG801,olt,site:05,10.43.200.138,R26.1.0,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.960115
spl:olt-xg19-0,SPL:OLT-XG19-0,Calix,E7-2,access,site:austin,10.54.142.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960180
spl:olt-xg19-1,SPL:OLT-XG19-1,Calix,E7-2,access,site:austin,10.54.143.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960210
spl:olt-xg19-2,SPL:OLT-XG19-2,Calix,E7-2,access,site:austin,10.54.144.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960237
spl:olt-xg19-3,SPL:OLT-XG19-3,Calix,E7-2,access,site:austin,10.54.145.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960264
dev:olt-xg20,OLT-XG-20,Calix,E7-2 XG801,olt,site:08,10.47.132.204,R26.1.0,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.960287
spl:olt-xg20-0,SPL:OLT-XG20-0,Calix,E7-2,access,site:austin,10.54.147.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960329
spl:olt-xg20-1,SPL:OLT-XG20-1,Calix,E7-2,access,site:austin,10.54.148.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960358
spl:olt-xg20-2,SPL:OLT-XG20-2,Calix,E7-2,access,site:austin,10.54.149.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960413
spl:olt-xg20-3,SPL:OLT-XG20-3,Calix,E7-2,access,site:austin,10.54.150.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960633
dev:olt-xg21,OLT-XG-21,Calix,E7-2 XG801,olt,site:03,10.44.162.22,R26.1.0,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.960692
spl:olt-xg21-0,SPL:OLT-XG21-0,Calix,E7-2,access,site:austin,10.54.152.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960772
spl:olt-xg21-1,SPL:OLT-XG21-1,Calix,E7-2,access,site:austin,10.54.153.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960822
spl:olt-xg21-2,SPL:OLT-XG21-2,Calix,E7-2,access,site:austin,10.54.154.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960871
spl:olt-xg21-3,SPL:OLT-XG21-3,Calix,E7-2,access,site:austin,10.54.155.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.960921
dev:olt-xg22,OLT-XG-22,Calix,E7-2 XG801,olt,site:06,10.47.33.11,R26.1.0,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.960961
spl:olt-xg22-0,SPL:OLT-XG22-0,Calix,E7-2,access,site:austin,10.54.157.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961088
spl:olt-xg22-1,SPL:OLT-XG22-1,Calix,E7-2,access,site:austin,10.54.158.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961155
spl:olt-xg22-2,SPL:OLT-XG22-2,Calix,E7-2,access,site:austin,10.54.159.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961210
spl:olt-xg22-3,SPL:OLT-XG22-3,Calix,E7-2,access,site:austin,10.54.160.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961257
dev:olt-xg23,OLT-XG-23,Calix,E7-2 XG801,olt,site:09,10.49.67.205,R26.1.0,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.961298
spl:olt-xg23-0,SPL:OLT-XG23-0,Calix,E7-2,access,site:austin,10.54.162.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961371
spl:olt-xg23-1,SPL:OLT-XG23-1,Calix,E7-2,access,site:austin,10.54.163.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961420
spl:olt-xg23-2,SPL:OLT-XG23-2,Calix,E7-2,access,site:austin,10.54.164.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961465
spl:olt-xg23-3,SPL:OLT-XG23-3,Calix,E7-2,access,site:austin,10.54.165.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961511
dev:olt-xg24,OLT-XG-24,Calix,E7-2 XG801,olt,site:04,10.59.9.83,R26.1.0,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.961550
spl:olt-xg24-0,SPL:OLT-XG24-0,Calix,E7-2,access,site:austin,10.54.167.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961615
spl:olt-xg24-1,SPL:OLT-XG24-1,Calix,E7-2,access,site:austin,10.54.168.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961662
spl:olt-xg24-2,SPL:OLT-XG24-2,Calix,E7-2,access,site:austin,10.54.169.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961718
spl:olt-xg24-3,SPL:OLT-XG24-3,Calix,E7-2,access,site:austin,10.54.170.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961764
dev:olt-xg25,OLT-XG-25,Calix,E7-2 XG801,olt,site:07,10.49.122.7,R26.1.0,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.961802
spl:olt-xg25-0,SPL:OLT-XG25-0,Calix,E7-2,access,site:austin,10.54.172.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961871
spl:olt-xg25-1,SPL:OLT-XG25-1,Calix,E7-2,access,site:austin,10.54.173.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961917
spl:olt-xg25-2,SPL:OLT-XG25-2,Calix,E7-2,access,site:austin,10.54.174.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.961967
spl:olt-xg25-3,SPL:OLT-XG25-3,Calix,E7-2,access,site:austin,10.54.175.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.962065
dev:olt-xg26,OLT-XG-26,Calix,E7-2 XG801,olt,site:10,10.44.235.19,R26.1.0,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.962109
spl:olt-xg26-0,SPL:OLT-XG26-0,Calix,E7-2,access,site:austin,10.54.177.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.962196
spl:olt-xg26-1,SPL:OLT-XG26-1,Calix,E7-2,access,site:austin,10.54.178.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.962244
spl:olt-xg26-2,SPL:OLT-XG26-2,Calix,E7-2,access,site:austin,10.54.179.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.962304
spl:olt-xg26-3,SPL:OLT-XG26-3,Calix,E7-2,access,site:austin,10.54.180.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.962354
dev:olt-xg27,OLT-XG-27,Calix,E7-2 XG801,olt,site:sang,10.58.126.71,R26.1.0,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.962394
spl:olt-xg27-0,SPL:OLT-XG27-0,Calix,E7-2,access,site:austin,10.54.182.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.962462
spl:olt-xg27-1,SPL:OLT-XG27-1,Calix,E7-2,access,site:austin,10.54.183.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.962518
spl:olt-xg27-2,SPL:OLT-XG27-2,Calix,E7-2,access,site:austin,10.54.184.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.962563
spl:olt-xg27-3,SPL:OLT-XG27-3,Calix,E7-2,access,site:austin,10.54.185.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.962610
dev:olt-xg28,OLT-XG-28,Calix,E7-2 XG801,olt,site:08,10.55.91.21,R26.1.0,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.962648
spl:olt-xg28-0,SPL:OLT-XG28-0,Calix,E7-2,access,site:austin,10.54.187.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.962717
spl:olt-xg28-1,SPL:OLT-XG28-1,Calix,E7-2,access,site:austin,10.54.188.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.962796
spl:olt-xg28-2,SPL:OLT-XG28-2,Calix,E7-2,access,site:austin,10.54.189.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.962957
spl:olt-xg28-3,SPL:OLT-XG28-3,Calix,E7-2,access,site:austin,10.54.190.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963028
dev:olt-xg29,OLT-XG-29,Calix,E7-2 XG801,olt,site:03,10.40.219.105,R26.1.0,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.963083
spl:olt-xg29-0,SPL:OLT-XG29-0,Calix,E7-2,access,site:austin,10.54.192.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963212
spl:olt-xg29-1,SPL:OLT-XG29-1,Calix,E7-2,access,site:austin,10.54.193.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963267
spl:olt-xg29-2,SPL:OLT-XG29-2,Calix,E7-2,access,site:austin,10.54.194.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963319
spl:olt-xg29-3,SPL:OLT-XG29-3,Calix,E7-2,access,site:austin,10.54.195.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963348
dev:olt-exa01,OLT-EXA-01,Calix,E7-2,olt,site:03,10.51.82.9,3.4.70.88,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.963372
dev:olt-exa02,OLT-EXA-02,Calix,E7-20,olt,site:10,10.45.19.178,3.4.70.88,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.963394
dev:olt-exa03,OLT-EXA-03,Calix,E7-2,olt,site:09,10.52.37.168,3.4.70.88,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.963416
dev:olt-exa04,OLT-EXA-04,Calix,E7-20,olt,site:08,10.49.106.86,3.4.70.88,True,False,0,[],0,0,ONLINE,2026-09-01T12:36:15.963444
ont:olt-xg01-0-00,ONT:OLT-XG01-0-00,Calix,GP1100X,access,site:austin,10.54.200.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963468
ont:olt-xg01-0-01,ONT:OLT-XG01-0-01,Calix,GP1100X,access,site:austin,10.54.201.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963488
ont:olt-xg01-0-02,ONT:OLT-XG01-0-02,Calix,GP1100X,access,site:austin,10.54.202.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963513
ont:olt-xg01-0-03,ONT:OLT-XG01-0-03,Calix,GP1100X,access,site:austin,10.54.203.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963533
ont:olt-xg01-0-04,ONT:OLT-XG01-0-04,Calix,GP1100X,access,site:austin,10.54.204.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963589
ont:olt-xg01-0-05,ONT:OLT-XG01-0-05,Calix,GP1100X,access,site:austin,10.54.205.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963634
ont:olt-xg01-0-06,ONT:OLT-XG01-0-06,Calix,GP1100X,access,site:austin,10.54.206.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963659
ont:olt-xg01-0-07,ONT:OLT-XG01-0-07,Calix,GP1100X,access,site:austin,10.54.207.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963679
ont:olt-xg01-0-08,ONT:OLT-XG01-0-08,Calix,GP1100X,access,site:austin,10.54.208.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963705
ont:olt-xg01-0-09,ONT:OLT-XG01-0-09,Calix,GP1100X,access,site:austin,10.54.209.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963729
ont:olt-xg01-0-10,ONT:OLT-XG01-0-10,Calix,GP1100X,access,site:austin,10.54.210.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963753
ont:olt-xg01-0-11,ONT:OLT-XG01-0-11,Calix,GP1100X,access,site:austin,10.54.211.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963773
ont:olt-xg01-0-12,ONT:OLT-XG01-0-12,Calix,GP1100X,access,site:austin,10.54.212.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963794
ont:olt-xg01-0-13,ONT:OLT-XG01-0-13,Calix,GP1100X,access,site:austin,10.54.213.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963828
ont:olt-xg01-0-14,ONT:OLT-XG01-0-14,Calix,GP1100X,access,site:austin,10.54.214.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963889
ont:olt-xg01-0-15,ONT:OLT-XG01-0-15,Calix,GP1100X,access,site:austin,10.54.215.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963922
ont:olt-xg01-0-16,ONT:OLT-XG01-0-16,Calix,GP1100X,access,site:austin,10.54.216.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963944
ont:olt-xg01-0-17,ONT:OLT-XG01-0-17,Calix,GP1100X,access,site:austin,10.54.217.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963964
ont:olt-xg01-0-18,ONT:OLT-XG01-0-18,Calix,GP1100X,access,site:austin,10.54.218.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.963983
ont:olt-xg01-0-19,ONT:OLT-XG01-0-19,Calix,GP1100X,access,site:austin,10.54.219.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964067
ont:olt-xg01-0-20,ONT:OLT-XG01-0-20,Calix,GP1100X,access,site:austin,10.54.220.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964101
ont:olt-xg01-0-21,ONT:OLT-XG01-0-21,Calix,GP1100X,access,site:austin,10.54.221.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964127
ont:olt-xg01-0-22,ONT:OLT-XG01-0-22,Calix,GP1100X,access,site:austin,10.54.222.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964199
ont:olt-xg01-0-23,ONT:OLT-XG01-0-23,Calix,GP1100X,access,site:austin,10.54.223.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964256
ont:olt-xg01-0-24,ONT:OLT-XG01-0-24,Calix,GP1100X,access,site:austin,10.54.224.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964307
ont:olt-xg01-0-25,ONT:OLT-XG01-0-25,Calix,GP1100X,access,site:austin,10.54.225.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964440
ont:olt-xg01-0-26,ONT:OLT-XG01-0-26,Calix,GP1100X,access,site:austin,10.54.226.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964470
ont:olt-xg01-0-27,ONT:OLT-XG01-0-27,Calix,GP1100X,access,site:austin,10.54.227.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964496
ont:olt-xg02-3-00,ONT:OLT-XG02-3-00,Calix,GP1100X,access,site:austin,10.54.228.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964522
ont:olt-xg02-3-01,ONT:OLT-XG02-3-01,Calix,GP1100X,access,site:austin,10.54.229.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964556
ont:olt-xg02-3-02,ONT:OLT-XG02-3-02,Calix,GP1100X,access,site:austin,10.54.230.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964576
ont:olt-xg02-3-03,ONT:OLT-XG02-3-03,Calix,GP1100X,access,site:austin,10.54.231.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964596
ont:olt-xg02-3-04,ONT:OLT-XG02-3-04,Calix,GP1100X,access,site:austin,10.54.232.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964615
ont:olt-xg02-3-05,ONT:OLT-XG02-3-05,Calix,GP1100X,access,site:austin,10.54.233.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964635
ont:olt-xg02-3-06,ONT:OLT-XG02-3-06,Calix,GP1100X,access,site:austin,10.54.234.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964659
ont:olt-xg02-3-07,ONT:OLT-XG02-3-07,Calix,GP1100X,access,site:austin,10.54.235.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964678
ont:olt-xg02-3-08,ONT:OLT-XG02-3-08,Calix,GP1100X,access,site:austin,10.54.236.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964698
ont:olt-xg02-3-09,ONT:OLT-XG02-3-09,Calix,GP1100X,access,site:austin,10.54.237.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964740
ont:olt-xg02-3-10,ONT:OLT-XG02-3-10,Calix,GP1100X,access,site:austin,10.54.238.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964763
ont:olt-xg02-3-11,ONT:OLT-XG02-3-11,Calix,GP1100X,access,site:austin,10.54.239.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964787
ont:olt-xg02-3-12,ONT:OLT-XG02-3-12,Calix,GP1100X,access,site:austin,10.54.240.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964806
ont:olt-xg02-3-13,ONT:OLT-XG02-3-13,Calix,GP1100X,access,site:austin,10.54.241.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964825
ont:olt-xg02-3-14,ONT:OLT-XG02-3-14,Calix,GP1100X,access,site:austin,10.54.242.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964845
ont:olt-xg02-3-15,ONT:OLT-XG02-3-15,Calix,GP1100X,access,site:austin,10.54.243.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964864
ont:olt-xg02-3-16,ONT:OLT-XG02-3-16,Calix,GP1100X,access,site:austin,10.54.244.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964883
ont:olt-xg02-3-17,ONT:OLT-XG02-3-17,Calix,GP1100X,access,site:austin,10.54.245.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964903
ont:olt-xg02-3-18,ONT:OLT-XG02-3-18,Calix,GP1100X,access,site:austin,10.54.246.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964922
ont:olt-xg02-3-19,ONT:OLT-XG02-3-19,Calix,GP1100X,access,site:austin,10.54.247.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964941
ont:olt-xg02-3-20,ONT:OLT-XG02-3-20,Calix,GP1100X,access,site:austin,10.54.248.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964963
ont:olt-xg02-3-21,ONT:OLT-XG02-3-21,Calix,GP1100X,access,site:austin,10.54.249.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.964987
ont:olt-xg02-3-22,ONT:OLT-XG02-3-22,Calix,GP1100X,access,site:austin,10.54.250.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.965014
ont:olt-xg02-3-23,ONT:OLT-XG02-3-23,Calix,GP1100X,access,site:austin,10.54.251.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.965063
ont:olt-xg02-3-24,ONT:OLT-XG02-3-24,Calix,GP1100X,access,site:austin,10.54.252.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.965125
ont:olt-xg02-3-25,ONT:OLT-XG02-3-25,Calix,GP1100X,access,site:austin,10.54.253.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.965214
ont:olt-xg02-3-26,ONT:OLT-XG02-3-26,Calix,GP1100X,access,site:austin,10.54.254.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.965271
ont:olt-xg02-3-27,ONT:OLT-XG02-3-27,Calix,GP1100X,access,site:austin,10.54.255.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.965328
ont:olt-xg02-3-28,ONT:OLT-XG02-3-28,Calix,GP1100X,access,site:austin,10.54.256.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.965387
ont:olt-xg02-3-29,ONT:OLT-XG02-3-29,Calix,GP1100X,access,site:austin,10.54.257.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.965444
ont:olt-xg02-3-30,ONT:OLT-XG02-3-30,Calix,GP1100X,access,site:austin,10.54.258.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.965509
ont:olt-xg02-3-31,ONT:OLT-XG02-3-31,Calix,GP1100X,access,site:austin,10.54.259.1,22.4R3-S7.5,True,False,0,[],8,24,ONLINE,2026-09-01T12:36:15.965596
